评论时间,评论者,弹幕内容
2022/4/2 18:30,栉饮,尬
2022/4/2 18:40,你是不是喜欢吞评,硬尬
2022/4/2 19:08,云子酱__,啊对对对对
2022/4/2 17:36,普普通通的中学生,硬———币———
2022/4/2 15:35,Miku-076,这个游戏有骑砍好玩吗？[初音未来_困了]
2022/4/2 13:22,浅濑の部屋,烂
2022/4/2 13:22,EX帆传,尊敬的托马头先生，您是不是忘了更福尔摩斯[doge]
2022/4/2 13:13,l末影l,0.008万年前我曾想发表什么评论，但文明的开始与结束历史总有必然性，人类从未从历史中学到任何事，战争从未为人类带来任何任何的好处，这一次次又一次次的战争就竟是为了什么，我懂了我懂了因为这是一期恰饭
2022/4/2 12:36,shengwu110,让我来发第1001个评论hh
2022/4/2 12:22,七点高,看完一下1.9万赞。
2022/4/2 12:17,茗笺睡不醒,不愧是你[脱单doge]
2022/4/2 12:17,三万光年cradle,恰饭也是别出心裁，真牛[妙啊]
2022/4/2 12:17,见欢不喜欢,周六十二点准时档
2022/4/2 12:15,崽崽的小番茄,等到了
2022/4/2 12:16,水帖家,《只迟到了两个小时的员工》
2022/4/2 12:09,不想做旺仔的旺仔,爸爸（反正会沉下去）
2022/4/2 12:09,吐司面包卷卷,又是一个周六中午十二点耶
2022/4/2 12:09,唆唆如箭,我是shyboy[doge]
2022/4/2 12:09,四起起床了吗,嘿嘿——
2022/4/2 12:09,从蒙德城杀到璃月古镇,哦吼
2022/4/2 12:09,Emma不吃糖,浅留名一下[doge]
2022/4/2 12:11,望仔牛奶要罐装-,[羞羞]
2022/4/2 12:10,烂掉的番茄不叫西红柿,好烫好烫
2022/4/2 12:10,阿柠-祈灵,前七百[doge]
2022/4/2 12:10,花冰玲,一定是约好的
2022/4/2 12:09,霖尤333,来了[口罩]
2022/4/2 12:09,LeviBabyHui,看成了兵长
2022/4/2 12:10,阿鹅最帅,来惹
2022/4/2 12:10,黄焖鸭QwQ,下课啦～～～[妙啊]
2022/4/2 12:10,临纱i,刚刚
2022/4/2 12:10,花冰玲,时间赶上了
2022/4/2 12:10,月色分明,好新
2022/4/2 12:10,呀碧果,听说茄茄被狗追了[doge]
2022/4/2 12:09,一玖林玖,论茄茄对十二点的执着
2022/4/2 12:09,一玖林玖,论茄茄对十二点的执着
2022/4/2 12:09,权力至上の夏夏子,[doge]
2022/4/2 12:09,快乐de辣椒油_,来啦~
2022/4/2 12:09,橘猫南希溪,催催内个啥！！！！！使命必达！！！！
2022/4/2 12:09,o枫筝鸽浅o,温馨提示：你的麦克风即将打开
2022/4/2 12:09,5t5最后总会是我的,抢到前排，说不出什么骚话[傲娇]
2022/4/2 12:08,唐颂_,厕所集合[doge]
2022/4/2 12:08,修遥炎,[热词系列_好耶]
2022/4/2 12:08,佯装高冷的番茄酱,耶耶耶
2022/4/2 12:09,薇若妮卡-,前排，但想不出骚话[doge]
2022/4/2 12:09,酱油滴我,可以祝我生日快乐吗[害羞]
2022/4/2 12:09,番茄种植大棚管理员,谢谢你，星期六
2022/4/2 12:08,A_Athos,茄哥换粉丝牌了！
2022/4/2 12:09,栗子球DCW,来啦
2022/4/2 12:09,Paacal,来！
2022/4/2 12:09,piggygod,温馨提示今天要上课哦[大笑]
2022/4/2 12:08,A丶剑舞,这就要问骑兵长本人了.[捂眼]
2022/4/2 12:08,xfgngt,经典12点(=・ω・=)
2022/4/2 12:07,难极企鹅,来了来了[惊喜]
2022/4/2 12:08,一坛卷心菜,夹带私货
2022/4/2 12:07,欧欧欧气爆棚,切切！！！妈妈爱你！！！！
2022/4/2 12:06,姽小柒,你俩约好了一起投稿吧[doge]
2022/4/2 12:07,黎毛钱,切切还是那么爱卡点[微笑]
2022/4/2 12:07,Rose肉丝_,周六上班啦耶耶耶耶耶耶
2022/4/2 12:07,恰恰儿69,[热词系列_好耶]
2022/4/2 12:07,懿梦黔灵,哈哈哈
2022/4/2 12:07,苏小獭,哼
2022/4/2 12:07,小嚴想吃章魚烧,茄哥！
2022/4/2 12:07,yll九月,出大问题
2022/4/2 12:07,爱听戏的豆汁儿,什么时候更新福尔摩斯呀
2022/4/2 12:06,迪亚爱吃菠萝吖,省流：广告[doge]
2022/4/2 12:06,尚宇干范了,使命感吗？定时定点
2022/4/2 12:06,乔伊菠伊,差点看成骑着兵长[囧]
2022/4/2 12:07,我四级啦哦哦哦,yee
2022/4/2 12:07,失-眠-飞-行-,怎么又是12点
2022/4/2 12:06,黑帮老大木大木大,《骑兵长》
2022/4/2 12:06,摸摸不是么莫,我第一次这么前排！
2022/4/2 12:06,无语602,最早的一次[呲牙]
2022/4/2 12:06,时不时时钟,游戏老板恰饭是吧[doge]
2022/4/2 12:05,周泽楷官方认证夫人,好早！
2022/4/2 12:05,打开脑袋透透气,嗷
2022/4/2 12:05,进击的图书馆q,4
2022/4/2 12:05,電子無羊,又是12点
2022/4/2 12:05,郭郭累了,耶耶耶，刚下班就有托码头看！[OK]
2022/4/2 12:05,我想实现奶盖自由,今天是什么日子，某幻发完你就发[哦呼]
2022/4/2 12:04,云峥睡不着,熟悉的时间[doge]
2022/4/2 12:04,会闪会亮会发光,早起的鸟儿有切看
2022/4/2 12:04,大白鹅儿儿,好耶
2022/4/2 12:04,用饮料谋杀太阳神,@过了垭口就是平原
2022/4/2 12:04,洄卅,我好早
2022/4/2 12:05,酒酿樱桃仔卍,耶耶耶周六十二点！
2022/4/2 12:05,鲈鱼罐头,午餐时间该干什么？[妙啊]
2022/4/2 12:05,木木m穆,十二点整准时下饭视频[doge]
2022/4/2 12:04,喂Lumos_,好耶
2022/4/2 12:04,枫岫主人S,哈哈哈哈
2022/4/2 12:05,-藤野-,周六12点准时上线！
2022/4/2 12:05,墨生弦,我把某幻的视频白嫖了，把硬币送给了茄茄，xdm我做的对吗[doge]
2022/4/2 12:04,周悬溺,好热乎
2022/4/2 12:04,淼淼吃渺渺,来了番茄牛的来
2022/4/2 12:04,为啥有人叫桃锦丶啊,416
2022/4/2 12:04,为啥有人叫桃锦丶啊,416
2022/4/2 12:04,让棠堂飞,熟悉的番茄厕所开始了[doge]
2022/4/2 12:04,马虎同学,北京时间，十二点整——
2022/4/2 12:03,Neo的平底锅,热乎的
2022/4/2 12:04,Heaven帅,上网课的孩子有视频看[doge]
2022/4/2 12:03,埃克斯蒂安D,熟悉的12点
2022/4/2 12:03,尾上锦,每周六中午十二点[doge]
2022/4/2 12:03,手与手套,周六十二点了[doge]
2022/4/2 12:03,亦云桑ma,[doge]
2022/4/2 12:03,绰绰22,哇咔咔
2022/4/2 12:03,喵灵的懵杨喵喵,热乎的
2022/4/2 12:03,l奎木l,还在上解剖课但不影响我摸鱼看视频[吃瓜]
2022/4/2 12:03,TOHAKO_007,👍🏻
2022/4/2 12:03,白开水OvO丶,某幻更某幻更某幻更完番茄更
2022/4/2 12:03,渣渣女孩永不失礼,整点。哇。[tv_doge]
2022/4/2 12:03,可了就吃橘子,可以吃饭看洋柿子了！！
2022/4/2 12:03,coltish0717,好耶是周六！！！[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇]
2022/4/2 12:03,YasmineYoung,12:00的执念[不思议之旅_卖萌][2233塔罗牌_我觉得星]
2022/4/2 12:03,晓次の白,可恶想不出来热评！[doge]
2022/4/2 12:02,吃了还是好饿喔,网课人耶耶耶
2022/4/2 12:02,零露sss,好耶好耶
2022/4/2 12:02,好喜欢草莓牛奶,？！这么突然
2022/4/2 12:03,清影又白给了,好快[脱单doge]
2022/4/2 12:03,-Erwin-Rommel-,还真就准点发视频[doge]
2022/4/2 12:03,君怡纯,两分钟！
2022/4/2 12:03,ANGUO睡不好,必须得周六中午十二点[doge]
2022/4/2 12:03,不食五谷,约好了一起发视频的嘛
2022/4/2 12:02,憧憧憧憧憧憬,来了来了
2022/4/2 12:02,-祤桐-,茄哥的12点，我的饭点[妙啊]
2022/4/2 12:02,LEVI-ACKEMAN-160,谢谢码头的下饭视频[doge]
2022/4/2 12:02,叶淮春,[热词系列_好耶]
2022/4/2 12:02,杜康可解忧乎,真的吗？我不信
2022/4/2 12:02,5G穷比选手,老番茄更视频了！（加入稍后再看）
2022/4/2 12:02,鉖北,今天好早
2022/4/2 12:02,凌月酱ouo,周六12点，赶上中午饭点了
2022/4/2 12:02,纸糯茶,十二点
2022/4/2 12:02,WxSilipu,挖草我出息了妈妈呜呜呜好激动
2022/4/2 12:02,星颜菌,好耶
2022/4/2 12:02,撞碎南墙再回头,热乎的！
2022/4/2 12:03,David_F,两分钟！！！！
2022/4/2 12:02,时间之类,骑兵，但是骑人，有马，但是无马[doge]
2022/4/2 12:02,维生素嘻嘻,托马头，来了！
2022/4/2 12:02,一只小青枣,番茄，为啥你发视频总执着于周六中午十二点呢[doge]
2022/4/2 12:02,UPB_无人塑料袋,好耶！！！！
2022/4/2 12:02,唐鹳,老番茄恰饭有一手的[doge]
2022/4/2 12:02,露屿夫斯基,茄！
2022/4/2 12:02,大虾蛤咯,好家伙下课就发
2022/4/2 12:02,不食五谷,十二点🕛！
2022/4/2 12:02,Mxaiy-ZO,来啦
2022/4/2 12:02,粢饭碎觉,骑兵瘸了
2022/4/2 12:02,归鹤含霜,好耶
2022/4/2 12:02,攸丘木,发生什么事了[热词系列_好耶]
2022/4/2 12:02,kirakihshshs,好耶！！
2022/4/2 12:02,野陨,耶
2022/4/2 12:02,Mtv河鱼花,刚刚
2022/4/2 12:02,打酱油的拖油瓶,活的活的活的[tv_色]
2022/4/2 12:02,包子砸在上,来早骚[doge]
2022/4/2 12:02,Nahizyuzuru,我好早
2022/4/2 12:02,御衔-,蹲到了！
2022/4/2 12:02,bili_54831067861,大家都好快呀
2022/4/2 12:02,bili_54831067861,大家都好快呀
2022/4/2 12:02,小小小小小小红嘎嘎,好耶！！！[doge]
2022/4/2 12:02,消失的发际线x,好耶，火速登场！
2022/4/2 12:02,术川丶,你的切切准时达到
2022/4/2 12:02,_arin,中午好！
2022/4/2 12:01,墨幽Echo,刚刚![doge]
2022/4/2 12:01,马哥是suai的,好耶刚刚！
2022/4/2 12:01,问问今天发问了吗,好前
2022/4/2 12:01,坐下喝白猹,板凳
2022/4/2 12:01,一个路过的原石而已,[热词系列_好耶]
2022/4/2 12:01,猫猫不让我摸,《关于我关注的up都发视频要看不过来了这件事》
2022/4/2 12:01,薛定谔猫毛过敏,焯好前[喜欢]
2022/4/2 12:01,王木木木木木木木k,来啦！！！！
2022/4/2 12:01,の呐喏,好快！
2022/4/2 12:01,嘉月初二,刚刚[热词系列_好耶]
2022/4/2 12:01,晃勒个咣,卧槽
2022/4/2 12:01,runkami,我好快！
2022/4/2 12:01,摆地摊的张三,《论番茄对中午12点整的执念》
2022/4/2 12:01,狗祁喝枸杞,我去！
2022/4/2 12:01,究极工具体,我擦
2022/4/2 12:01,七月四号晴,老番茄也看假面？
2022/4/5 12:12,手撕从者的Master,马骑马
2022/4/4 2:52,传说之力克诺洛斯,被限流的有点狠呢
2022/4/4 21:26,花生位花生酱,几个月前就有了啊
2022/4/4 21:58,传说之力克诺洛斯,回复@花生位花生酱:我没有收到推送
2022/4/2 14:55,动感光波芭芭拉,这个UP主怎么这么多粉丝？
2022/4/2 14:49,千千戒奶茶啦,尬不尬
2022/4/2 13:59,顾临北,骑兵的马是十分珍贵的，培养一匹需要大量的人力物力——我们应该保护骑兵的马骑兵是十分珍贵的，培养一位优秀的骑兵需要大量的人力物力——我们应该保护骑兵得出结论——你以为我要说大家要追求和平避免战争损耗？不，我们应该让骑兵和马各自单独上战场
2022/4/2 13:24,南帝北丐666,越来越无聊…
2022/4/2 19:08,花生位花生酱,主要是这游戏本身就无聊，茄哥已经让游戏看起来很有趣了
2022/4/2 12:30,裕鸿,熟悉起来了
2022/4/2 12:29,夕颜晨曦,[妙啊][妙啊]
2022/4/2 12:21,火柴汽车人,观看人数恐怖
2022/4/2 12:20,不死D洋葱,你的骑兵是某幻?[doge]
2022/4/2 12:19,恋灵-恋宇,网课摸鱼摸到了热的马哥和切切
2022/4/2 12:19,新世纪福音考试人,老番茄太烫了吧，才十几分钟，，
2022/4/2 12:19,#NAME?,又是12:00点啊哈哈哈哈
2022/4/2 12:19,翟小小先森,这就是复旦之光的无违和恰饭么。领教了[doge]
2022/4/2 12:19,风寒意23333,乐，下一个就是吐槽视频
2022/4/2 12:19,无机糖苗,我又出去了
2022/4/2 12:18,_HESTER_,来早了。
2022/4/2 12:18,卿洛不枉,哇唔
2022/4/2 12:17,水帖家,永远都抢不到老番茄热评的我
2022/4/2 12:19,#NAME?,又是12:00点啊哈哈哈哈
2022/4/2 12:19,翟小小先森,这就是复旦之光的无违和恰饭么。领教了[doge]
2022/4/2 12:19,风寒意23333,乐，下一个就是吐槽视频
2022/4/2 12:19,无机糖苗,我又出去了
2022/4/2 12:18,_HESTER_,来早了。
2022/4/2 12:18,卿洛不枉,哇唔
2022/4/2 12:17,水帖家,永远都抢不到老番茄热评的我
2022/4/2 12:18,鲨爷捕食---欧沫抑,鲨齿托马头
2022/4/2 12:17,崩壊ピエロ,哇
2022/4/2 12:17,闪光皮皮帆,yes，终于更了
2022/4/2 12:18,怼怼与Una,[doge][doge][doge]
2022/4/2 12:16,狂热信徒-拜月教徒,简介：太好玩了！！
2022/4/2 12:16,阿婆白,第一次这么之前，才16分钟
2022/4/2 12:16,被强煎的Fish,下课了，卡点看视频[脱单doge]
2022/4/2 12:16,__-__-__-__l,[doge][doge]
2022/4/2 12:16,祁嘉77,太好玩了!!
2022/4/2 12:15,婧子linn,我好前
2022/4/2 12:15,濒危物种白菜,无头骑士和他的马（确信）
2022/4/2 12:15,祁嘉77,阿茄你又在十二点发视频啦
2022/4/2 12:15,存在于0920,点进来：哇切切更新了直接三连[打call]看到重返帝国：把币还我[酸了]
2022/4/2 12:15,迪迦叫姐姐,[doge][doge][脱单doge]
2022/4/2 12:15,不愿透露姓名的小哥,六
2022/4/2 12:15,库-鲁-西,省流：卡点发了一个恰饭视频（但是很有意思）
2022/4/2 12:14,epic骨头,省流：人类输了
2022/4/2 12:14,菲菲爱学习o,周六十二点不见不散
2022/4/2 12:14,_-杰,所以，这是一个广告……
2022/4/2 12:13,荀千叶了个千葉,托马头更新了！好耶
2022/4/2 12:13,颂离,茄哥好喜欢十二点发视频
2022/4/2 12:13,柳色含晴,啊恰恰儿更新了！好耶
2022/4/2 12:13,砍巨人的兵长,托马头又来了啊[打call]
2022/4/2 12:13,_浅春_,准时的她吗偷
2022/4/2 12:12,桃花雨_rain,《杀手四十八》
2022/4/2 12:13,浅希是猫,你们好快
2022/4/2 12:12,X兴兴的小迷妹X,好东西，刚好下饭[吃瓜]
2022/4/2 12:12,小狗摆烂,熟悉的礼拜六12.
2022/4/2 12:12,下辈子要长成安宥真,不露脸的番茄是屑
2022/4/2 12:11,麓知遥,第一次那么前[打call]
2022/4/2 12:12,玄若倩灵,延续周六十二点传统
2022/4/2 12:12,LuoChenss,刚弄好饭就来了
2022/4/2 12:12,打算整点薯条,好早喔
2022/4/2 12:10,顏冬,[doge]
2022/4/2 12:10,桃花雨_rain,！头一次这么早哎！
2022/4/2 12:10,阿政-az,十分钟热乎
2022/4/2 12:10,小小言一,好快！
2022/4/2 12:10,立体几何三视图,我来得好早啊
2022/4/2 12:11,如果你也想飞翔,甲方切切
2022/4/2 12:11,SnowdreamsOo,太热乎了。
2022/4/2 12:11,姬婫,为了十二点这一刻，我丢下了书包和女朋友从学校扛着公交车跑了回来，结果还是晚了[大哭][大哭]
2022/4/2 12:10,咕咚咕咚小朋友,！这个三连好可爱
2022/4/2 12:10,白露点青苔,好耶托码头[热词系列_妙啊]
2022/4/2 12:11,大屯の科尔沁,想上热评没有骚话[吃瓜][吃瓜][吃瓜]
2022/4/2 12:11,易筱谦sea,怎么每回都和某先生商量好了一起更新[思考]
2022/4/2 12:08,库鲁米阿那达,为什么我的番茄长这样[doge]
2022/4/2 12:09,湮酔桑,星期六十二点准时观看🤤
2022/4/2 12:09,不见不散echo,来了来了
2022/4/2 12:08,路过的帽子,[打call]
2022/4/2 12:08,泡泡茶壶XoX,早
2022/4/2 12:09,麦咭麦咭吼,重返帝国到底花了多少广告费
2022/4/2 12:08,Haanabi_,真准时啊西红柿
2022/4/2 12:06,花火様,啊哈哈哈
2022/4/2 12:09,不见不散echo,来了来了
2022/4/2 12:08,路过的帽子,[打call]
2022/4/2 12:08,泡泡茶壶XoX,早
2022/4/2 12:09,麦咭麦咭吼,重返帝国到底花了多少广告费
2022/4/2 12:08,Haanabi_,真准时啊西红柿
2022/4/2 12:06,花火様,啊哈哈哈
2022/4/2 12:07,沉阁鸽鸽,周六12：00，好啊，熟悉的中午党
2022/4/2 12:06,每天都在努力变笨,又是周六12点[脱单doge]
2022/4/2 12:06,我不是人qlp,好热乎呀
2022/4/2 12:06,樂鈴_sugar,来了！！
2022/4/2 12:06,良游游游游游,四分钟前！还是热的！
2022/4/2 12:05,鄙人蒟蒻,我到底说什么骚话才能骗到赞[妙啊]
2022/4/2 12:05,看银河捕捉星星的降落,你们怎么都是今天中午发视频我先看哪个[傲娇]
2022/4/2 12:04,霁月岫烟,才下课，冲冲冲
2022/4/2 12:04,姑苏轩,为什么没有联合投稿？
2022/4/2 12:05,米米米粒啊,老番茄和某幻两个人总会让我在一瞬收货双倍的快乐[doge]
2022/4/2 12:04,鬼魅之爪,哎，热乎的
2022/4/2 12:03,南来也北往,yeahhhhhhh
2022/4/2 12:03,上帝遗弃之人的幻影,哎嘿嘿，前排
2022/4/2 12:04,夜空之舞1,熟悉的日子[doge][doge][doge]
2022/4/2 12:04,丞橙汁儿儿儿,哎嗨嗨
2022/4/2 12:03,大魔导师麦格尼,又恰饭啦
2022/4/2 12:03,九灰灰,热乎的
2022/4/2 12:02,墨之歆殇,头一回沙发，诶嘿
2022/4/2 12:02,Purple紫子_,又是周六12：00！
2022/4/2 12:02,盛哲想睡觉,每当番茄发视频的时候，我就知道，十二点了，该吃饭了
2022/4/2 12:02,不吃唇膏,热的[脱单doge]
2022/4/2 12:03,瓦是区域,[热词系列_知识增加]
2022/4/2 12:03,拾柒菌,游戏大师老番茄是吧
2022/4/2 12:02,齐本QUARTZ,大家都住在这不成
2022/4/2 12:02,卖水果的毁灭菇,woc[哦呼]
2022/4/2 12:02,只是我o,来
2022/4/2 12:02,江川北北北_,热乎的！！！
2022/4/2 12:02,王雕雕-,果然又是十二点
2022/4/2 12:02,哈無,嗨害嗨
2022/4/2 12:02,马了顶大___,好耶
2022/4/2 12:01,丶熟冰淇淋,耶
2022/4/2 12:01,DM卍,《茄茄对周六中午12点的执着》
2022/4/2 12:01,楚晏先生,来了下饭[doge]
2022/4/2 12:01,昱牌烂人,他还是喜欢在周六中午发视频
2022/4/2 12:02,哈無,嗨害嗨
2022/4/2 12:02,马了顶大___,好耶
2022/4/2 12:01,丶熟冰淇淋,耶
2022/4/2 12:01,DM卍,《茄茄对周六中午12点的执着》
2022/4/2 12:01,楚晏先生,来了下饭[doge]
2022/4/2 12:01,昱牌烂人,他还是喜欢在周六中午发视频
2022/4/2 12:01,神女无心夜星,来了[脸红]
2022/4/2 12:01,是楠辞呀-,来了！！！
2022/4/2 12:01,朴实无华高天扬_,嗨害嗨
2022/4/2 12:02,我吃两碗x,太好玩了[打call][打call][打call]
2022/4/2 12:02,叒孨座的无缘,好耶
2022/4/2 12:02,花李希里,又是周六12点我tm掐着表才知道，还有1s就要12:01的时候老洋柿子才会更新[热词系列_知识增加]
2022/4/2 12:02,校园男神楚傲天,哇焯好草
2022/4/2 12:01,RQLHDFE-秦自信,可恶，手速慢了[无语]······
2022/4/2 12:01,蔡樱樱-,好耶好早！
2022/4/2 12:01,海虹水藻店,刚刚！
2022/4/2 12:01,奶茶粉圆,我是破忒头
2022/4/2 12:01,无名火69,第二个赞
2022/4/2 12:01,长安陌下几度秋,嗨害嗨
2022/4/2 12:01,王木木木木木木木k,刚刚！！！！！
2022/4/2 12:01,发顺丰肉松,一股银行味[妙啊]
2022/4/2 12:01,莞光亦云,太早了
2022/4/2 12:01,九曜不赖床_,好耶！！
2022/4/2 12:01,冰镇绿豆沙,前排前排
2022/4/2 12:01,金珉锡何时能solo,刚刚卧槽老番茄爷爱你[抓狂][抓狂]
2022/4/2 12:01,芝麻汤圆ger,啊啊啊啊啊这，沙发，不知道说什么
2022/4/2 12:01,某幻今天直播了否,你们今天是过年了吗？
2022/4/2 12:01,祸祸豁豁,《周六十二点》
2022/4/3 19:18,射击的豌豆,🍅
2022/4/2 19:38,兰斯橡木盾,[热词系列_三连]给up的
2022/4/2 14:58,懒死的BBB,帝国时代腾讯老手段了
2022/4/2 12:44,洛洛2322,茄茄是不是忘了使命必达100万点赞的坑了
2022/4/2 19:13,花生位花生酱,上海疫情知道的，门都出不去，暂时拍不了
2022/4/2 12:21,哈哈哈人爪爪哈,这🍅真憨
2022/4/2 12:19,bili_93259025139,！！！
2022/4/2 12:13,白汐饶,经典周六12点
2022/4/2 12:11,-yisa-,好！
2022/4/2 12:10,阿丘啊1,《他们给的太多了》
2022/4/2 12:10,AD钙奶味的暗淡_,省流：恰饭[妙啊]
2022/4/2 12:08,爱吃豹豹的海豚,网课午休，好耶！
2022/4/2 12:08,玛奇朵樂,看着我家的🚽陷入沉思……
2022/4/2 12:11,-yisa-,好！
2022/4/2 12:10,阿丘啊1,《他们给的太多了》
2022/4/2 12:10,AD钙奶味的暗淡_,省流：恰饭[妙啊]
2022/4/2 12:08,爱吃豹豹的海豚,网课午休，好耶！
2022/4/2 12:08,玛奇朵樂,看着我家的🚽陷入沉思……
2022/4/2 12:07,等你说句话,来了[doge]
2022/4/2 12:07,唐云鹤丶,他十二点更新一直可以的
2022/4/2 12:04,areb007,七秒钟的时候那张地图建议修改一下[OK]
2022/4/2 12:02,想给你全世界的温柔,好烫！
2022/4/2 12:04,周桑の桂花叔,哦哦哦
2022/4/2 12:03,想去绵羊湖数玫瑰,好快！
2022/4/2 12:03,北鸽子咕咕咕,好家伙，又是这个广告，考虑和李老师联动吗[doge]【？】
2022/4/2 12:02,煜之狼W,好耶！
2022/4/2 12:02,Whalefall_y,出息了，前排
2022/4/2 12:02,未来社畜,哈哈哈哈
2022/4/2 12:02,水狗是个憨憨,cpdd就现在不要因为你一个人的懦弱导致我们两个人的寂寞[脱单doge]
2022/4/2 12:02,しいなまひる-official,来了
2022/4/2 12:01,_PeekaPoo_,周六十二点是有什么任务吗
2022/4/2 12:01,天蝎虾米龙,[脱单doge][doge]
2022/4/2 12:01,Caesious___,不是我靠我怎么这么前啊骚话都没想呢
2022/4/2 12:01,低调tone,！新视频
2022/4/2 12:01,爱吃的jason,1
2022/4/2 12:01,小何才露煎煎jio,好前好前！！！！[虎年]
2022/4/2 12:01,月月月九,耶耶耶第九十一
2022/4/2 12:01,粢饭碎觉,哈哈哈
2022/4/3 11:28,白色的夜晚额,举报广告
2022/4/2 12:36,溯溯溯之,《太好玩了》&amp;《不要玩》
2022/4/2 12:35,三生云鲸,托马头hiahia
2022/4/2 12:28,Casl000,好早
2022/4/2 12:24,贝克街的杰克,真的是每周六中午12：00发呀
2022/4/2 12:15,颂离,好怪再看一遍hhhhh
2022/4/2 12:08,一块溏昕蛋,我好早哦
2022/4/2 12:09,梦伊怪是也,12点刚好下课诶嘿
2022/4/2 12:05,lintar,是谁不吃饭在蹲厕所我不说[doge]
2022/4/2 12:04,mind_love-tamato,你和某幻串通好了吧！[思考]
2022/4/2 12:02,老头玩家K,🍅的骑士[脱单doge]
2022/4/2 12:01,企狐,我超，刚刚！
2022/4/2 12:01,景顾咕咕,啊啊啊前排！！！
2022/4/2 12:01,gcxxxx_,刚下课就有新鲜的托码头[鼓掌][鼓掌]
2022/4/2 12:01,LUCHEE,ohhhhh
2022/4/2 12:02,LUCHEE,下课真好
2022/4/2 12:18,绒绒绒绒绒酱,周六中午12点托马头伴您度过
2022/4/2 12:17,潇风Official,16分钟！！！！！
2022/4/2 12:08,_不等余伶_,流泪拖码头
2022/4/2 12:07,想不出昵称的小淇儿,《老番·人工报时器·不到周六绝不更新·茄》
2022/4/2 12:02,一只条西瓜,我一直等待这这一刻，但还是晚了1秒[囧][囧]
2022/4/2 12:02,某个北枳,好耶刚下课就看到切切[热词系列_好耶]
2022/4/2 12:02,懒散的苏某,《关于老番茄对周六12点发视频的执念》[doge]
2022/4/2 12:01,白天肝游戏晚上肝作业,好耶
2022/4/2 12:01,Bug-du-temps,诶嘿
2022/4/2 12:02,凉皮-v-,刚刚！
2022/4/2 12:01,只想吃包子,前排前排！！
2022/4/2 12:36,是你的布丁啊啊啊,刚从某幻那来[doge]
2022/4/2 12:36,言叫兽,重返帝国这游戏一点都不好玩，骑兵都是人骑马，居然没有马骑人的，重点是居然没有番茄头骑士这样优秀的兵种！大家千万不要去玩！[doge][doge][doge]
2022/4/2 12:25,小瑒没吃饱,关于我在评论区一刷十个赞这件事[doge]
2022/4/2 12:22,忆雨あめ,又到了每周六中午十二点
2022/4/2 12:22,胖胖今天要干嘛,《周六十二点》
2022/4/2 12:21,制杖法师沐小黎,[热词系列_知识增加]
2022/4/2 12:21,贤菜al,下饭菜[脱单doge]
2022/4/2 12:08,香晏,每周六12:00……
2022/4/2 12:01,似涔相识,超级快
2022/4/2 12:36,言叫兽,重返帝国这游戏一点都不好玩，骑兵都是人骑马，居然没有马骑人的，重点是居然没有番茄头骑士这样优秀的兵种！大家千万不要去玩！[doge][doge][doge]
2022/4/2 12:22,忆雨あめ,又到了每周六中午十二点
2022/4/2 12:22,胖胖今天要干嘛,《周六十二点》
2022/4/2 12:21,制杖法师沐小黎,[热词系列_知识增加]
2022/4/2 12:21,贤菜al,下饭菜[脱单doge]
2022/4/2 12:08,香晏,每周六12:00……
2022/4/2 12:01,似涔相识,超级快
2022/4/2 12:01,木马木啊木啊,！！！
2022/4/2 12:01,昨夜青城,不装了，我b站也有房了
2022/4/2 12:01,睡觉的接班人,哟，来了
2022/4/2 12:01,三四个林,刚刚
2022/4/2 12:01,吧啦吧啦小瀚哲,刚刚诶
2022/4/2 12:01,洞庭雪a,我来了
2022/4/2 12:01,无名之辈hxf,每周六12：00发视频，论番茄的强迫症
2022/4/7 22:35,没心没肺-_-活着不累,彳亍
2022/4/2 12:31,xxDcl61,我就知道周六十二点[doge]
2022/4/2 12:30,loki冲他吖的,要不让马骑马也可以啊[doge]
2022/4/2 12:28,Nx小轩,茄哥高产![热词系列_高产]
2022/4/2 12:24,bili_20080292793,我是老番茄种
2022/4/2 12:24,羊呆住,发生什么事了
2022/4/2 12:23,六个硬币好贵啊-米,[热词系列_知识增加]
2022/4/2 12:22,九子不姓马,好耶
2022/4/2 12:21,扛起利达就跑,来咯！
2022/4/2 12:22,七点高,三秒1万赞[藏狐][藏狐]
2022/4/2 12:20,Lucifinilkun,宝
2022/4/2 12:05,雪珀君丶,梦回老番茄新人作品《良心厂商成长记》[脱单doge]
2022/4/2 12:04,时不时时钟,三分钟前！果然是周六十二点固定节目吗！
2022/4/2 12:03,-是叁叁吖-,你真的很喜欢在周六的十二点更新视频
2022/4/2 12:01,懒散的苏某,论番茄对星期六12点整发视频的执着
2022/4/2 12:01,墨墨墨墨墨凝,刚刚！
2022/4/2 12:01,薛定谔的狗爱猫,下饭时间
2022/4/2 12:01,虚族教授,12点的执着
2022/4/2 12:37,观山不见岳-,好耶！！！！
2022/4/2 12:28,凌玲琳,让我来留个言，这是熟悉的12点
2022/4/2 12:23,大概率准点,今天都更啦
2022/4/2 12:23,快乐的界,好耶[热词系列_好耶]
2022/4/2 12:17,墨黑y,茄茄🥰🥰🤤🤤🤤😎🥰🥰🥰我的切切
2022/4/2 12:02,哈無,周六十二点发视频的执着[doge]
2022/4/2 12:01,雾菀草草,商量好的是吧[doge]
