评论时间,评论者,弹幕内容
2022/4/2 17:22,橙叽叽叽,[虎年][虎年][虎年]放假礼物
2022/4/2 16:41,弓凌,某幻:打钱
2022/4/2 20:31,蒙面迪斯科喵,老番茄永远不让人失望。
2022/4/2 19:43,季訾,小陶小潮？[思考]
2022/4/2 12:20,摩羯的兔子,没有番茄头骑士我不玩这游戏[傲娇]
2022/4/3 20:08,粉丝不是fans,同样是宣传游戏…看看小蛙和托马头差距好大（无恶意[微笑]
2022/4/3 16:33,向晚1不是,都没人记得阿部高和了[向晚_好可怕][向晚_好可怕][向晚_好可怕]
2022/4/2 19:24,明日守候,《关于老番茄对周六12点的执着这档事》[doge][doge][doge]
2022/4/2 16:13,啾啾啾啾啾__,看标题：兵长？什么兵长？怎么还要骑兵长[doge][doge][doge]
2022/4/2 14:43,你也爱吸猫吗,老番茄都要买推广了嘛[哦呼]
2022/4/2 12:03,Annayeeisme,卡点
2022/4/2 12:02,所有人目光向我看齐,茄哥对12点整发视频的执念
2022/4/3 13:42,-恼鬼-,求一下召开会议时候的bgm_(:з」∠)_（）
2022/4/2 12:04,虚无皓灵逍遥羊驼真君,有没有想和我Yee起混到楼顶的？[doge][doge]
2022/4/4 16:58,一只屑沙三级兵营,这究竟是广告还是视频？你要说他是视频吗？他还有广告，你要说他是广告吧，他看着又像视频[吃瓜][热词系列_知识增加]
2022/4/2 19:41,俗人LE,哈哈哈哈[doge]
2022/4/2 17:19,dio之国继承人,论上海zoo最近默契发视频的原因[doge]
2022/4/2 13:21,Evelyn_Vaw,托码头你对周六十二点是多么迷恋？(●￣(ｴ)￣●)
2022/4/3 18:44,告麟儿,不懂就问：“重返帝国”和“帝国时代”是父子关系吗？[doge]
2022/4/3 11:52,小西琳万岁,@贴心小安德
2022/4/3 12:11,贴心小安德,[OK]
2022/4/3 1:31,一个安全名字,老罗代言了这个游戏，你懂的[doge]行业明灯
2022/4/2 12:08,轻音少女是神,网课刚上完，过来看视频。和正在上网课摸鱼的人过来集个合。
2022/4/9 1:07,K2K2丶,看看千万up
2022/4/3 8:52,星辰卡比,有一说一，重返帝国是想说自己是手机上的rts加slg吗？
2022/4/2 19:18,罗德岛7星干员歼20,有没有人发现开头的地图好像没有ww诶
2022/4/2 16:33,彼时花123,tx还是有钱的，已经看到了不少这个游戏广告了
2022/4/2 13:09,TheGreatArky,标题看成骑兵长[辣眼睛]我还有救吗
2022/4/2 12:26,哈士奇搞笑45,25分钟把老番茄的搞笑细胞拿来热一热
2022/4/2 12:02,风禾hxd,哦，来的太早了[doge]
2022/4/3 12:40,飛宇ぶ,所以，游戏里面有番茄骑士吗？[doge]
2022/4/2 12:03,摩尔曼斯克从来不结冰,12点的执念了嘛
2022/4/2 20:09,#NAME?,论老番球周六中午十二点发视频的执念
2022/4/2 18:18,怨念再生,好家伙，看到骑兵第一反应是看看他带了几张黑妹，第二反应是看看自己还有几张炼狱。
2022/4/4 5:17,纯数字或符号,我骑兵长？这种事可以吗嘿嘿嘿(哈喇子)我怕被砍啊
2022/4/3 16:54,速写可达鸭,看了个视频也看了个广告[OK]
2022/4/3 15:14,霜星啊,我觉得重返帝国做的不如拖码头做的游戏[doge]
2022/4/3 8:55,过去令人怀念,@老番茄杀手什么时候更新？
2022/4/2 13:07,R-NoX,乍一看标题还以为你骑的兵长长这样[藏狐]
2022/4/2 13:08,小小的心灵树洞,当不了老番茄的前排就当前排的前排
2022/4/2 15:35,苍名Rebirth,我不上网课啦，老番茄！我要超越网课！[脱单doge]
2022/4/2 15:36,米斯达你看我几级,大哥今天周六[doge]
2022/4/2 17:50,雾也想要love,是特码头[doge]
2022/4/3 8:55,过去令人怀念,@老番茄杀手什么时候更新？
2022/4/2 13:07,R-NoX,乍一看标题还以为你骑的兵长长这样[藏狐]
2022/4/2 13:08,小小的心灵树洞,当不了老番茄的前排就当前排的前排
2022/4/2 15:35,苍名Rebirth,我不上网课啦，老番茄！我要超越网课！[脱单doge]
2022/4/2 15:36,米斯达你看我几级,大哥今天周六[doge]
2022/4/3 19:05,angel干酵母,哇哇哇
2022/4/2 16:32,孤寡的咸鱼桑,好哎！网课终于结束了！(下课直接逃课吧[doge]
2022/4/2 12:01,炸年糕Ryu酱,热乎的！
2022/4/7 18:47,帐号已注销m,老番茄最近刚出了一个冰火人6，你能不能玩玩[微笑][微笑][微笑]
2022/4/3 1:26,梦巜逍遥,这个游戏挺好的别的不说，搞了45块钱就很不错[doge]
2022/4/2 12:26,榆树和川,好厉害啊！为什么有人可以把广告做成这么有趣啊！
2022/4/3 12:54,卑微的小永,老番茄是唯一这个恰饭视频也能让我看的津津有味的up
2022/4/2 16:23,滴水圣女果,憋笑……真的超辛苦啊！！茄！[大哭][打call]
2022/4/4 17:04,高冷低笑点的胡猪猪,1700w？我还以为是1700
2022/4/4 9:30,LTX10086ti,要看这策略还得看我大WY公司[doge]
2022/4/2 12:02,老北晨,[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]
2022/4/3 21:15,看到名字你就没了,我说我怎么在小视频里刷到老番茄了，原来是广告阿[捂脸]
2022/4/3 20:58,雾居李稻,格列佛:这我得赞啊[妙啊]
2022/4/3 15:00,绝望之痕,神山飞羽真，你为什么又干副业了？[doge][doge]
2022/4/2 12:01,小宸今天学习了没,好耶！
2022/4/8 16:25,爱梦-,明天中午十二点老番茄又要更新了[doge]
2022/4/4 13:07,阳光升起的地方,千万粉丝？？？
2022/4/4 13:10,宴宁bbbbb,好家伙四级了不认识镇站之宝
2022/4/4 16:50,vansamaofficaI,回复@宴宁bbbbb:为啥是镇站之宝？
2022/4/4 17:00,Hennessy--,看成骑-兵长.....[笑哭][笑哭]
2022/4/7 12:23,杜王町优秀市民,感觉没以前用心了
2022/4/4 16:42,killer埃尔梅罗二世,文言文考试有个银平托马头盘[doge]
2022/4/2 12:01,一个随便的孩子王,这么前排啊啊啊[妙啊][妙啊]
2022/4/7 14:02,每星期整活一次,老番茄是不是背着我们参加了青年大学习？(没错，就是他好像是20年的青年大学习具体我记不清了。本人初中生)
2022/4/2 22:52,我终端要进化战舰主机,免费才是最贵的[doge]
2022/4/2 13:05,丶reiuy丶,关于番茄对周六十二点的执着[doge]
2022/4/2 12:01,楚慕流,第一眼把标题看成了《为什么我的兵长长这样》[笑哭]
2022/4/3 1:06,槿离梨,[2233娘_喝水]
2022/4/2 13:53,来点氯化钠,今天不是星期六吗？为啥要上网课（我放假ing）
2022/4/2 13:56,十五枸real,调休[委屈][委屈][委屈]
2022/4/2 14:09,来点氯化钠,回复@十五枸real:[哦呼]还好我放假
2022/4/3 11:43,花中解语独海棠,我把标题看成了，我骑兵长。还怒吼一声，兵长只有我能骑，戴上眼镜后：对不起，茄哥，打扰了
2022/4/2 19:57,我泥马路中杀比,很好看我发的狗头不过分吧[doge][doge][doge]
2022/4/7 14:00,小年打荒野,老番茄收视率越来越不好了奥
2022/4/8 10:26,董风豪,就这视频质量，能有现在这个播放量我都挺纳闷！
2022/4/7 11:32,嘟哒汪,江哥我是哈哈
2022/4/7 11:33,曾留半城乡,我猜江蛋梁子看不见
2022/4/7 11:34,小野寺小咲H,回复@曾留半城乡:你个六舅
2022/4/7 11:33,小野寺小咲H,你俩偷摸卷我
2022/4/4 16:46,dsknda,qq看点视频左下角tm全是重返帝国手游的广告全部！！！[保卫萝卜_哭哭]
2022/4/3 22:47,芷飞飞,哈哈哈
2022/4/3 9:23,丢了一千多万,多文明：拜占庭帝国大战三体文明
2022/4/4 17:44,浔阳击刹军,哈哈哈，学校推钉钉了[吃瓜][虎年]
2022/4/2 12:02,想做刘青松的狗,省流：太好玩了！！[脱单doge]
2022/4/2 21:57,voctor_,请问文案是绵羊老师代写的吗[微笑]
2022/4/2 22:32,你是不是喜欢吞评,？？
2022/4/3 1:33,乃琳今天吃乐乐,呃呃-÷
2022/4/4 13:00,醉八鹤,好多粉丝
2022/4/3 21:15,b站普普通通用户,都刷到两遍了[藏狐]
2022/4/4 16:26,yuanmum,哈哈哈
2022/4/3 21:47,Er青鸟,求个人物介绍的bgm？
2022/4/3 20:45,失足后去讲刑法课,老番茄，我来围观你的恰饭了，为你点赞！
2022/4/3 11:57,爱黄盖的板子,注意，游戏是腾讯的
2022/4/4 16:23,吴泽翰哥,听着，所谓杀手…
2022/4/4 13:00,请叫我四等人,第2920
2022/4/3 23:52,黄炮军大将,太棒了兄弟们，走，率土之滨！
2022/4/2 18:32,尧尧欲坠a,这个老🍅我真的是服了[doge]
2022/4/2 14:49,想不出来随便取个试试,上一场战争已经结束了那句我想到了原神[汤圆]
2022/4/2 12:39,鸣珂玉响,《特总教你做游戏》[doge][doge]
2022/4/2 20:48,dli零ilb,老番茄更新了？又水了三分钟[doge]
2022/4/2 20:49,鸭你太丑2333,这
2022/4/2 12:01,Ssr小思,真的是执着，每周六12点整，老番茄准时上线
2022/4/2 12:08,曦子酱_,(゜-゜)つロ
2022/4/2 23:15,肃州王半仙,我的评价是，低配星际
2022/4/2 12:01,蓝青玄_,刚下课耶耶耶耶耶耶耶
2022/4/4 16:01,须弥須彌,决定了，这游戏如果没有番茄头骑士就不玩[doge]
2022/4/2 22:30,尤李茂,一般
2022/4/2 19:47,三天之内财源广进,开头的主持人是百变怪吧[doge]
2022/4/3 22:53,古古玩游戏,无马骑士和他的头[doge][doge]
2022/4/2 23:24,一环星,哈哈哈
2022/4/2 23:01,千春尕,新标题类型
2022/4/2 21:34,茨石舞Riley,可以感觉到这个番茄一天比一天疯了[笑哭][doge]
2022/4/3 22:30,醉月鬼影,好恰！
2022/4/2 23:11,阿梁与阿涵,隔壁某幻已疯了
2022/4/2 21:43,杏枫,骑兵长？你怎么敢的啊[doge]
2022/4/2 12:02,Liberty-o,[打call]
2022/4/3 23:48,街角の明灯,不是，我眼睛花了，看成：为什么我的坐骑，兵长这样[tv_呆]
2022/4/3 23:12,假的伍六柒,求第20秒人物介绍的BGM
2022/4/3 0:35,爱汐缡殇,😉😉😉
2022/4/2 21:45,欢乐时光霍希,憋笑偷马头[doge][笑哭]
2022/4/2 12:01,七只考拉_,中午好托码头！
2022/4/5 7:42,张竟宇,你不和夏波波比赛也吃辣么
2022/4/4 15:41,搞得自己很帅一班学渣,[笑哭][笑哭][喜极而泣][喜极而泣]
2022/4/7 23:00,卩s丶灬华子,卧龙吟2比重返帝国好玩...玩重返帝国还不如玩单机版的帝国时代...[汤圆][汤圆][汤圆]
2022/4/6 15:29,Delayedsolution,某幻骑人[doge][doge][doge]
2022/4/2 21:46,杰尼龟的红裤衩,@hi-03
2022/4/2 12:37,想吃口蛋黄酥,1：09做好了，副总的位置我下意识的以为下一句是副总的位置就是我的了[doge]毕竟，生活好像就是这样。[微笑]
2022/4/2 21:46,杰尼龟的红裤衩,@hi-03
2022/4/2 12:37,想吃口蛋黄酥,1：09做好了，副总的位置我下意识的以为下一句是副总的位置就是我的了[doge]毕竟，生活好像就是这样。[微笑]
2022/4/5 7:37,千珏灵魂莲华,啊这，为啥我认为老番茄想的那个游戏貌似挺有意思的[思考][思考]
2022/4/4 19:20,疯神猫,众所周知，6个骑兵合体等于一个霸气威武贼6批，浑身金光闪闪贼6批的帝皇骑士[OK]
2022/4/5 7:25,七岁伢,12点战士就是你是吧[doge]
2022/4/2 22:20,残月暮语,番茄:并不是他们给的太多，这是我自愿的[doge]
2022/4/2 12:02,爆炸头亚,全场最佳：嘿嘿嘿嘿嘿
2022/4/2 22:24,蕾丝鱼尾,笑了！笑了！甲方终于开心的笑了[doge]
2022/4/4 16:06,水白brightmoon,大佬666大佬777大佬888
2022/4/2 17:49,兔兔猫练肌肉,发生什么事了发生什么事了发生什么事了
2022/4/6 13:59,大白鸭本鸭,第一次觉得切切的视频是在浪费我时间，我还一直在等反转，呼吁大家不要战争之类的
2022/4/6 16:22,六娃Six,游戏配音视频好笑就行了啊，非要有深刻意义吗？？
2022/4/6 19:33,咱也不知道说啥,虽然是恰饭，但我感觉切切的视频近期质量雀食不近人意，可能是没有戳中我笑点吧
2022/4/2 14:43,你也爱吸猫吗,老番茄都要买推广了嘛[哦呼]
2022/4/6 17:44,荒野乱斗小荒解说,hi
2022/4/3 11:57,爱黄盖的板子,注意，游戏是腾讯的
2022/4/5 7:47,一只小桃毛,报告老板。[抠鼻]
2022/4/4 18:21,漠河与你,3000
2022/4/5 8:49,许小庆是我,哦这太荒缪了(美式中文)
2022/4/5 14:34,Bili-清华,你是广告吗
2022/4/2 23:46,药丸砸到我了,为什么我骑的兵长这样[doge]？？？
2022/4/5 14:36,不会织毛衣的花椒蟹,视频和游戏成反比[doge]
2022/4/2 22:26,才不要做小奶狗,这个游戏真的好玩（[doge][doge][doge]
2022/4/6 15:40,无聊的bug,我刚刚在寝室喝水，闻到一股焦味，但是效果和热水壶都没开，奇怪，会不会是电路烧了，我把电线全都拿掉了，我以为是线的问题，我还在想要不要叫宿管，然后，我突然发现了，你猜怎么着，原来是我的心在为你燃烧[脱单doge]
2022/4/2 23:23,新鲜大桃纸,所以这游戏最终也还是没有加番茄头的骑士吗[doge]
2022/4/2 12:01,楚慕流,芜湖更新啦
2022/4/2 23:47,凃山岚岚,这期视频说了什么？[疑惑]
2022/4/5 0:42,明子入戏,@超想吃番茄来看洋柿子[doge]
2022/4/5 0:11,雪乃八幡,《骑马与砍杀：重返阿卡姆》
2022/4/2 12:01,超楞不会灰,前排前排
2022/4/2 22:07,星辰萌猫,[doge][藏狐][干杯][2022][12周年][热词系列_仙人指路][热词系列_饮茶先啦][热词系列_知识增加][热词系列_妙啊][热词系列_打卡][热词系列_好耶][热词系列_再来亿遍][热词系列_热乎][热词系列_好活][热词系列_排面][热词系列_好家伙][热词系列_芜湖起飞][热词系列_两面包夹芝士][热词系列_多谢款待][tv_doge]
2022/4/2 22:01,金がないの迪亚哥,我们会给除了赞助商下载其他的一切支持
2022/4/5 14:37,白色兔子的粉色萝卜,文明六玩了几个小时玩的我迷茫的不行，现在又来个这游戏。虽然我知道手游和端游不能比，但我还是想说，这游戏比起文明六，如何？
2022/4/4 13:35,SunsetPYs,1:06
2022/4/4 13:23,赤瞳战狼,还以为骑砍2更新了呢失望[doge]
2022/4/5 16:59,奥义正螚,哈哈哈
2022/4/4 13:26,阿皓我爱学习,我把标题看成了进击的jr里的巨人兵长利威尔[doge][doge][doge]
2022/4/5 20:09,枫辰stars,老番茄和wm好配啊滑稽
2022/4/5 22:40,络韵,甲方给的太多了呗
2022/4/5 14:42,CRAZYDEOM,他甚至为此做了个视频[热词系列_饮茶先啦][doge]
2022/4/4 19:43,123654一个很菜很菜的人,“人类从历史中得到的唯一教训，就是他们根本不会从历史中得到任何教训。”[doge][doge][doge][doge][doge][doge][doge]
2022/4/5 17:32,0N00,没办法，他们给的太多了[跪了]
2022/4/4 21:44,小玖姐姐呐,番茄下载！t*的？啊….算了[doge]
2022/4/5 17:45,御翔大帝,我真的想玩！番茄那个游戏
2022/4/5 8:18,十代321,卧槽，1700万粉，牛逼
2022/4/5 8:23,湘南渝北,确实
2022/4/4 20:09,黏锅鱼,你为什么要骑兵长？！！兵长做错了什么！！？？！！
2022/4/5 14:27,不爱吃海鲜的闽南人,进来就知道有人这么说[笑哭][笑哭]
2022/4/5 17:14,黏锅鱼,回复@不爱吃海鲜的闽南人:[doge]
2022/4/4 14:15,如梦令-二次元,互粉互币互赞前两条视频，看到了我就会回粉回赞
2022/4/2 15:42,诉牵,@老番茄B站一哥居然用创造推广？
2022/4/4 22:51,马自达RX7,没想到我还有个种族[抠鼻]
2022/4/2 15:38,肆十二绵,网课划水过来的吱一声[doge][doge][脱单doge]
2022/4/4 20:11,咸鱼翼提不起劲,[妙啊]如果每个恰饭的视频都这么高质量多恰几个
2022/4/4 21:49,弑-神-者-,我好像看完了一个视频，但又看完了一个广告[辣眼睛]
2022/4/5 8:22,真实路明非,烦了啦，都怪你了啦，网课被老师提问了啦[doge]
2022/4/2 12:01,结果的vv,每周六中午十二点[doge]
2022/4/5 9:44,号忘了吧,这才是广告应该有的样子。[OK]
2022/4/5 9:51,六天积攒的硬币,实际内容基本没有哎[偷笑]
2022/4/5 10:32,湘南渝北,确实好看
2022/4/4 23:01,是你阿萧,论番茄对中午12点发视频的执着
2022/4/3 16:30,黄小猫nomimi,这视频真够无聊的
2022/4/5 10:43,小松熙奈ovo,你可以选择不看
2022/4/5 12:31,笔名拾光,把乱世王者策划好吧
2022/4/2 12:01,温之皓,我焯第一次！！
2022/4/2 14:36,诸位听我懿言,我第一次觉得70多万播放量是来早了（新粉）
2022/4/2 12:01,斗鸭头,刚看完某幻(〜￣△￣)〜
2022/4/4 17:31,游走吸猫人,别推了不想看👀
2022/4/2 12:35,被迫改名字的名字,我倒要看看是我的评论先成热评还是老师的提问先来[doge]
2022/4/2 12:36,今天催某幻更了没,[热词系列_好活]
2022/4/2 12:11,葭月yu,中午十二点发视频是因为这个时候阳气最重，想中和一下阴间特效吗[妙啊]
2022/4/4 17:31,游走吸猫人,别推了不想看👀
2022/4/2 12:14,阿巴阿巴与十四大盗,[口罩][微笑][星星眼][脸红][笑][辣眼睛][疑惑][捂脸][囧][冷]
2022/4/2 12:04,懒散的苏某,《论茄哥对周六12点发视频的执着》
2022/4/2 12:04,Nahizyuzuru,杀手47的儿子杀手48遗传了秃头基因
2022/4/2 12:03,弎陆寿喜锅,听我说谢谢你
2022/4/2 12:03,最喜欢的运动是呼吸,你就是周六中12区up是吧[doge]
2022/4/2 12:35,MHJ48-41,《太好玩了》《不要玩》[doge][doge]
2022/4/2 12:36,MHJ48-41,是不是和某幻老师串通好的[doge][doge][doge]
2022/4/2 12:35,阿俞的B站ID,2:14厕所宇宙，你们的归属来辽hhhh
2022/4/8 18:39,多海赛,老番茄，别新冠，等着你的视频呢！
2022/4/2 12:01,搏记,芜湖热乎
2022/4/3 1:49,毛若昕,。。。。好无聊
2022/4/2 21:09,天跃M,省流：流氓和杀手哥哥带着智慧的托马头一起恰饭[妙啊]
2022/4/2 12:06,Nahizyuzuru,不在家不吃中饭
2022/4/2 13:54,第五柔蝶,只能说腾讯太牛逼了，QQ看点是这个广告就算了，b站还有。
2022/4/10 14:30,人猫两空,oddtomato还是oldtomato[脱单doge]
